Test Loss,Test Accuracy,F1 Usefulness,Precision Usefulness,Recall Usefulness,F1 Polarity,Precision Polarity,Recall Polarity
1.2867795916636902,0.6162187464804595,0.6109294470684806,0.5850967858339562,0.639148552764951,0.7751395914234265,0.7705207581570251,0.7798141331821283
