Test Loss,Test Accuracy,F1 Usefulness,Precision Usefulness,Recall Usefulness,F1 Polarity,Precision Polarity,Recall Polarity
1.2241778037397426,0.6162187464804595,0.6556311009313517,0.6734551499948047,0.6387262079062958,0.86574651529084,0.8224371005267209,0.9138708158342383
